userid,placeid,datetime,lat,lon,city,category
fred-wilson,best-buy-new-york,2010-10-02T16:19:45,40.742561,-73.992267,New York,Shops:Technology
fred-wilson,kula-yoga-project-new-york,2010-10-02T17:42:51,40.714399,-74.007915,New York,Home / Work / Other:Gym / Fitness:Yoga Studio
fred-wilson,11th-street-cafe-new-york,2010-10-02T19:52:34,40.7356,-74.0075,New York,Food:Café
fred-wilson,abc-kitchen-new-york,2010-10-03T02:20:31,40.7375578,-73.9895188,New York,Food:American
fred-wilson,murrays-bagels-new-york,2010-10-03T12:45:39,40.7363,-73.9971,New York,Food:Sandwiches
fred-wilson,blue-ribbon-sushi-new-york,2010-10-03T22:07:15,40.726056,-74.002373,New York,Food:Sushi
fred-wilson,hudson-river-park-new-york,2010-10-05T11:22:11,40.7414626,-74.0087299,New York,Parks & Outdoors:Park
fred-wilson,jeffreys-grocery-and-luncheonette-new-york,2010-10-05T12:43:12,40.733994,-74.001374,New York,Food:American
fred-wilson,boxee-nyc-new-york,2010-10-05T13:58:21,40.7385304,-73.9954649,New York,Home / Work / Other:Corporate / Office
fred-wilson,city-hall-new-york,2010-10-05T16:47:05,40.7128173093,-74.0060949326,New York,Home / Work / Other:Government:City Hall
fred-wilson,gotham-bikes-new-york,2010-10-05T21:18:45,40.7161,-74.0088,New York,Shops:Bike shop
fred-wilson,toronto-pearson-international-airport-yyz-mississa,2010-10-06T12:30:53,43.68252212,-79.6138429642,Mississauga,Travel:Airport
fred-wilson,marche-restaurant-toronto,2010-10-06T12:55:01,43.647688,-79.3773239,Toronto,Food:Café
fred-wilson,xtreme-labs-toronto,2010-10-06T14:08:09,43.6488689,-79.3777588,Toronto,Home / Work / Other:Corporate / Office:Tech Startup
fred-wilson,scotiabank-theatre-toronto-toronto,2010-10-06T16:23:06,43.648927,-79.3913261,Toronto,Arts & Entertainment:Movie Theater
fred-wilson,scotiabank-theatre-toronto-toronto,2010-10-06T16:40:02,43.648927,-79.3913261,Toronto,Arts & Entertainment:Movie Theater
fred-wilson,laguardia-airport-lga-queens,2010-10-06T22:36:44,40.7743018636,-73.8719201088,Queens,Travel:Airport
fred-wilson,brooklyn-bowl-brooklyn,2010-10-06T23:10:18,40.7219188016,-73.9574959874,Brooklyn,Arts & Entertainment:Bowling Alley
fred-wilson,jeffreys-grocery-and-luncheonette-new-york,2010-10-07T12:05:59,40.733994,-74.001374,New York,Food:American
fred-wilson,boxee-nyc-new-york,2010-10-07T12:52:20,40.7385304,-73.9954649,New York,Home / Work / Other:Corporate / Office
fred-wilson,gramercy-tavern-new-york,2010-10-07T16:16:31,40.7384,-73.9885,New York,Food:New American
fred-wilson,samuel-j-friedman-theatre-formerly-the-biltmore-ne,2010-10-07T23:59:12,40.760379,-73.986725,New York,Arts & Entertainment:Performing Arts:Theater
fred-wilson,john-f-kennedy-international-airport-jfk-queens,2010-10-08T12:28:25,40.6451219184,-73.783493042,Queens,Travel:Airport
fred-wilson,austin-bergstrom-international-airport-aus-austin,2010-10-08T16:17:21,30.2025773012,-97.6671481133,Austin,Travel:Airport
fred-wilson,blacks-barbecue-lockhart,2010-10-08T19:19:39,29.8857122,-97.6726377,Lockhart,Food:BBQ
fred-wilson,austin-city-limits-music-festival-austin,2010-10-08T21:06:08,30.2674813641,-97.7674627304,Austin,Arts & Entertainment:Music Venue
fred-wilson,la-condesa-austin,2010-10-09T03:39:36,30.265489,-97.747926,Austin,Food:Mexican
fred-wilson,town-lake-running-trail-austin,2010-10-09T13:56:28,30.2744123119,-97.7693724632,Austin,Home / Work / Other:Gym / Fitness:Track
fred-wilson,four-seasons-hotel-austin-austin,2010-10-09T16:19:37,30.2620140949,-97.7423679829,Austin,Travel:Hotel
fred-wilson,ciscos-restaurant-bakery-austin,2010-10-09T17:29:54,30.262852,-97.726836,Austin,Nightlife:Bar
fred-wilson,austin-city-limits-music-festival-austin,2010-10-09T20:24:09,30.2674813641,-97.7674627304,Austin,Arts & Entertainment:Music Venue
fred-wilson,curras-grill-austin,2010-10-10T02:56:43,30.236926,-97.749707,Austin,Food:Tacos
fred-wilson,halcyon-coffee-house-bar-lounge-austin,2010-10-10T15:51:44,30.2667998,-97.7455467,Austin,Nightlife:Cocktails / Mixology
fred-wilson,home-slice-pizza-austin,2010-10-10T18:42:28,30.2492429,-97.7496074,Austin,Food:Pizza
fred-wilson,uchiko-austin,2010-10-11T02:46:02,30.310684,-97.740038,Austin,Food:Sushi
fred-wilson,austin-bergstrom-international-airport-aus-austin,2010-10-11T17:24:02,30.2025773012,-97.6671481133,Austin,Travel:Airport
fred-wilson,john-f-kennedy-international-airport-jfk-queens,2010-10-11T20:48:22,40.6451219184,-73.783493042,Queens,Travel:Airport
fred-wilson,new-meadowlands-stadium-east-rutherford,2010-10-12T00:32:05,40.8140365898,-74.074716568,East Rutherford,Arts & Entertainment:Stadium:Football
fred-wilson,second-stage-theater-new-york,2010-10-12T22:49:50,40.7580502,-73.989603,New York,Arts & Entertainment:Performing Arts:Theater
fred-wilson,marys-fish-camp-new-york,2010-10-13T00:32:27,40.7347449,-74.003231,New York,Food:Seafood
fred-wilson,tarallucci-e-vino-new-york,2010-10-13T12:15:13,40.7381,-73.9908,New York,Food:Café
fred-wilson,ia-ventures-big-data-conference-new-york,2010-10-13T17:17:45,40.7564957,-73.9868562,New York,Home / Work / Other:Corporate / Office:Conference room
fred-wilson,riverpark-new-york,2010-10-13T23:20:22,40.7392584061,-73.9735221863,New York,Food:American
fred-wilson,the-coffee-shop-new-york,2010-10-14T12:01:23,40.7365179,-73.991199,New York,Food:Coffee Shop
fred-wilson,punch-new-york,2010-10-14T16:10:38,40.7397,-73.99,New York,Food:American
fred-wilson,tarallucci-e-vino-new-york,2010-10-15T12:25:34,40.7381,-73.9908,New York,Food:Café
fred-wilson,punch-new-york,2010-10-15T16:32:27,40.7397,-73.99,New York,Food:American
fred-wilson,murrays-bagels-chelsea-new-york,2010-10-16T12:18:12,40.7448,-73.9985,New York,Food:Bagels
fred-wilson,kula-yoga-project-new-york,2010-10-16T17:42:42,40.714399,-74.007915,New York,Home / Work / Other:Gym / Fitness:Yoga Studio
fred-wilson,11th-street-cafe-new-york,2010-10-16T20:07:45,40.7356,-74.0075,New York,Food:Café
fred-wilson,schillers-liquor-bar-new-york,2010-10-17T15:26:29,40.719347,-73.986687,New York,Food:French
fred-wilson,citarella-new-york,2010-10-17T17:42:32,40.7344,-73.999,New York,Shops:Food & Drink:Gourmet
fred-wilson,lga-us-airways-terminal-east-elmhurst,2010-10-18T09:16:34,40.7715393676,-73.8656330109,East Elmhurst,Travel:Airport:Terminal
fred-wilson,ronald-reagan-washington-national-airport-dca-arli,2010-10-18T10:55:58,38.853344487,-77.0435357094,Arlington,Travel:Airport
fred-wilson,georgetown-university-mcdonough-school-of-business,2010-10-18T13:14:14,38.9090179512,-77.0755505562,Washington,College & Education:Academic Building
fred-wilson,maialino-new-york,2010-10-19T12:47:58,40.738546,-73.985772,New York,Food:Italian
fred-wilson,jeffreys-grocery-and-luncheonette-new-york,2010-10-20T13:04:23,40.733994,-74.001374,New York,Food:American
fred-wilson,punch-new-york,2010-10-20T16:22:41,40.7397,-73.99,New York,Food:American
fred-wilson,hunch-hq-new-york,2010-10-20T22:42:49,40.7413719394,-73.9932954311,New York,Home / Work / Other:Corporate / Office:Tech Startup
fred-wilson,chelsea-piers-sports-center-new-york,2010-10-21T10:54:32,40.7469,-74.0082,New York,Parks & Outdoors:Skating Rink
fred-wilson,jeffreys-grocery-and-luncheonette-new-york,2010-10-21T12:45:31,40.733994,-74.001374,New York,Food:American
fred-wilson,city-bakery-new-york,2010-10-21T16:39:21,40.7386405913,-73.9925336838,New York,Food:Bakery
fred-wilson,jfk-terminal-5-queens,2010-02-13T13:00:58,40.6460662209,-73.7779569626,Queens,Travel:Airport
fred-wilson,luis-munoz-marin-international-airport-sju-san-jua,2010-02-13T18:21:09,18.4374361044,-66.00461483,San Juan,Travel:Airport
fred-wilson,marmalade-san-juan,2010-02-15T01:43:42,18.4655428,-66.113228,San juan,Food:Other - Food
fred-wilson,marmalade-san-juan,2010-02-15T01:44:02,18.4655428,-66.113228,San juan,Food:Other - Food
fred-wilson,luis-munoz-marin-international-airport-sju-san-jua,2010-02-15T14:02:48,18.4374361044,-66.00461483,San Juan,Travel:Airport
fred-wilson,jfk-terminal-5-queens,2010-02-15T19:21:53,40.6460662209,-73.7779569626,Queens,Travel:Airport
fred-wilson,sant-ambroeus-new-york,2010-02-17T19:58:35,40.735398,-74.003144,New York,Food:Coffee Shop
fred-wilson,chelsea-piers-sports-center-new-york,2010-02-18T11:24:02,40.7469,-74.0082,New York,Parks & Outdoors:Skating Rink
fred-wilson,steinberg-hall-dietrich-hall-philadelphia,2010-02-18T18:27:06,39.951785,-75.1961,Philadelphia,College & Education:Academic Building
fred-wilson,murrays-bagels-chelsea-new-york,2010-02-20T14:03:48,40.7448,-73.9985,New York,Food:Bagels
fred-wilson,barneys-new-york-new-york,2010-02-20T15:44:58,40.764909,-73.970647,New York,Shops:Department Store
fred-wilson,guggenheim-museum-new-york,2010-02-20T16:04:38,40.783129,-73.959242,New York,Arts & Entertainment:Museum
fred-wilson,moma-museum-of-modern-art-new-york,2010-02-20T16:53:10,40.7613658922,-73.9775562286,New York,Arts & Entertainment:Art Gallery
fred-wilson,chelsea-market-new-york,2010-02-20T17:41:16,40.741964,-74.004793,New York,Food:Coffee Shop
fred-wilson,newark-liberty-intl-airport-ewr-newark,2010-02-25T02:47:41,40.6915722654,-74.1806316376,Newark,Travel:Airport:Gate
fred-wilson,gemma-at-bowery-hotel-new-york,2010-02-25T16:11:05,40.725966,-73.991827,New York,Food:Italian
fred-wilson,tarallucci-e-vino-new-york,2010-02-26T13:39:05,40.7381,-73.9908,New York,Food:Café
fred-wilson,sushi-yasuda-new-york,2010-02-26T18:14:52,40.7514,-73.9739,New York,Food:Sushi
fred-wilson,kimmel-center-nyu-new-york,2010-02-26T19:43:27,40.730102,-73.997726,New York,College & Education:Cafeteria
fred-wilson,quad-cinema-new-york,2010-02-26T22:31:13,40.7358,-73.996,New York,Arts & Entertainment:Movie Theater
fred-wilson,joseph-leonard-new-york,2010-02-27T01:17:39,40.734,-74.0014,New York,Food:American
fred-wilson,chelsea-piers-sports-center-new-york,2010-02-27T12:56:39,40.7469,-74.0082,New York,Parks & Outdoors:Skating Rink
fred-wilson,murrays-bagels-chelsea-new-york,2010-02-27T14:09:12,40.7448,-73.9985,New York,Food:Bagels
fred-wilson,the-high-line-new-york,2010-02-27T20:23:17,40.7455988045,-74.00639534,New York,Parks & Outdoors:Garden
fred-wilson,sally-hershberger-new-york,2010-02-27T20:28:33,40.7415907,-74.0068144,New York,Shops:Salon / Barbershop
fred-wilson,murrays-bagels-new-york,2010-02-28T14:00:10,40.7363,-73.9971,New York,Food:Sandwiches
fred-wilson,saravana-bhavan-new-york,2010-02-28T14:26:49,40.741433,-73.9832842,New York,Food:Indian
fred-wilson,chelsea-piers-sports-center-new-york,2010-03-01T11:20:07,40.7469,-74.0082,New York,Parks & Outdoors:Skating Rink
fred-wilson,the-coffee-shop-new-york,2010-03-01T13:00:09,40.7365179,-73.991199,New York,Food:Coffee Shop
fred-wilson,maialino-new-york,2010-03-02T12:50:07,40.738546,-73.985772,New York,Food:Italian
fred-wilson,hiro-ballroom-the-maritime-hotel-new-york,2010-03-03T01:06:11,40.7423072,-74.0043709,New York,Nightlife:Nightclub / Discotheque
fred-wilson,chelsea-piers-sports-center-new-york,2010-03-03T11:18:03,40.7469,-74.0082,New York,Parks & Outdoors:Skating Rink
fred-wilson,city-bakery-new-york,2010-03-03T17:18:27,40.7384841,-73.9916121,New York,Food:Bakery
fred-wilson,maialino-new-york,2010-03-04T13:23:38,40.738546,-73.985772,New York,Food:Italian
fred-wilson,punch-new-york,2010-03-04T18:00:16,40.7397,-73.99,New York,Food:American
fred-wilson,village-community-school-new-york,2010-03-04T22:40:15,40.7335,-74.0082,New York,College & Education:Academic Building
fred-wilson,green-spaces-nyc-new-york,2010-03-04T23:47:05,40.718282,-74.002619,New York,Home / Work / Other:Corporate / Office:Coworking Space
fred-wilson,pastis-new-york,2010-03-05T13:35:41,40.7396,-74.0064,New York,Food:French
fred-wilson,village-community-school-new-york,2010-03-05T22:23:31,40.7335,-74.0082,New York,College & Education:Academic Building
fred-wilson,nypd-tow-pound-new-york,2010-03-06T00:09:08,40.8201229,-73.9588102,New York,Home / Work / Other:Government
fred-wilson,tony-dapolito-recreation-center-new-york,2010-03-06T00:48:00,40.7294,-74.0053,New York,Home / Work / Other:Gym / Fitness:Gym
fred-wilson,matsugen-new-york,2010-03-06T03:04:43,40.7176,-74.0058,New York,Food:Japanese
fred-wilson,chelsea-piers-sports-center-new-york,2010-03-06T13:12:17,40.7469,-74.0082,New York,Parks & Outdoors:Skating Rink
fred-wilson,murrays-bagels-chelsea-new-york,2010-03-06T14:02:12,40.7448,-73.9985,New York,Food:Bagels
fred-wilson,pier-94-new-york,2010-03-06T19:11:17,40.7725033,-73.9933529,New York,Arts & Entertainment:Other - Entertainment
fred-wilson,the-armory-show-new-york,2010-03-06T19:59:32,40.7698473,-73.9943251,New York,Arts & Entertainment:Art Gallery
fred-wilson,the-high-line-new-york,2010-03-06T21:16:08,40.7455988045,-74.00639534,New York,Parks & Outdoors:Garden
fred-wilson,blue-ribbon-sushi-new-york,2010-03-06T23:54:31,40.726056,-74.002373,New York,Food:Sushi
fred-wilson,murrays-bagels-new-york,2010-03-07T13:00:21,40.7363,-73.9971,New York,Food:Sandwiches
fred-wilson,dagostino-supermarket-store-16-new-york,2010-03-07T18:05:48,40.737189,-74.00677,New York,Shops:Food & Drink:Grocery / Supermarket
fred-wilson,maoz-vegetarian-new-york,2010-03-08T17:22:43,40.7361692751,-73.9890146255,New York,Food:Falafel
fred-wilson,chelsea-piers-sports-center-new-york,2010-03-09T11:18:40,40.7469,-74.0082,New York,Parks & Outdoors:Skating Rink
fred-wilson,the-coffee-shop-new-york,2010-03-09T12:55:21,40.7365179,-73.991199,New York,Food:Coffee Shop
fred-wilson,dogpatch-labs-new-york-new-york,2010-03-09T20:00:40,40.73341,-73.99217,New York,Home / Work / Other:Corporate / Office:Coworking Space
fred-wilson,choptank-new-york,2010-03-10T01:36:14,40.732592,-74.003928,New York,Food:Southern / Soul
fred-wilson,maialino-new-york,2010-03-10T14:51:36,40.738546,-73.985772,New York,Food:Italian
